UT_LinearForce enumeration member,1,,,
ViewScheduleExportOptions Constructor,1,,,Constructs a new instance of the ViewScheduleExportOptions class
Wind enumeration member,1,,,
Form Class,1,,,An object that represents a Form within the Autodesk Revit Massing Family.
GetBoundingElements Method,1,,,Returns the collection of building elements exposed to the outside forming the building envelope.
VertexIndexPair Properties,1,,,The index of the vertex pair from the bottom profile.
CurtainSystemTypeSetIterator Properties,1,,,Retrieves the item that is the current focus of the iterator.
CalculatedHeatingLoad Property,1,,,Get the Calculated Heating Load of the Space.
RoomSeparation enumeration member,1,,,
IsEmpty Property,1,,,Test to see if the array is empty.
UseOutsideAirPerArea Property,1,,,True is user is specifying outside air per area; false otherwise.
ReverseIterator Method,1,,,Retrieve a backward moving iterator to the array.
VIEWER_MODEL_CLIP_BOX_ACTIVE enumeration member,1,,,
GroupSetIterator Methods,1,,,Causes the object to release immediately any resources it may be utilizing.
GetEnumerator Method,1,,,Retrieve a forward moving iterator to the set.
UnitFormatUtils Methods,1,,,Formats a number with units into a string.
NumberOfCoordinates Property,1,,,Gets the number of the coordinate points.
LabelContours enumeration member,1,,,
UnbalancedCurrent enumeration member,1,,,
ANALYTICAL_MEMBER_FORCE_END_FY enumeration member,1,,,
ANALYTICAL_LINK_RELEASE_TRANSLATION_Y enumeration member,1,,,
LinkLoadContent Properties,1,,,Specifies whether the .NET object represents a valid Revit entity.
Continue enumeration member,1,,,
TemporaryViewProperties enumeration member,1,,,
Addition Operator,1,,,Adds the two specified vectors and returns the result.
ShowMultipleRowsForMultiphaseCircuits Property,1,,,shows extra rows below multiphase circuits to indicate how many slots they take up if true; all on a single row otherwise
TopographySurface Properties,1,,,The id of the assembly instance to which the element belongs.
FILL_PATTERN_ID_PARAM enumeration member,1,,,
OST_SprinklerTags enumeration member,1,,,
CanHaveTypeAssigned Method (Document; ICollection(ElementId)),1,,,Checks if all elements in the set can have a type assigned.
DWFMarkup enumeration member,1,,,
Contains Method,1,,,Identifies if a category which has the specified name is in the list of top-level categories.
CannotMoveHostedFixtureViaCopyMonitor Property,1,,,The fixture is hosted and cannot be moved. Use the Move command to relocate the fixture in the host file as required.
TextSize Property,1,,,The text size.
UST_USTONNES_FORCE_AS_MASS_ST enumeration member,1,,,
IsManuallyAdjusted Method,1,,,Indicates if the Analytical Model has been manually adjusted by the user.
BadReferenceBetweenOptionsWarn Property,1,,,An element may not reference an element in another Option of the same Option Set.
GetHostFace Method,1,,,Gets the host face to which the CurveElement is added.
UT_Stress enumeration member,1,,,
NumberOfBarPositions Property,1,,,The number of bar positions available in the rebar.
GetEnumerator Method,1,,,Retrieve a forward moving iterator to the array.
AddConstraintToSegment Method,1,,,Add a constraint that helps determine the length of a segment.
ParameterFilterElement Members,1,,,Checks that the parameters of the given rules are valid for this filter's categories.
CanUngroupHeaders Method,1,,,Indicates if selected headers can be ungrouped.
LinePatternSegmentType Enumeration,1,,,Represents the type of a line pattern segment.
gbXMLOpeningType Enumeration,1,,,This enumeration corresponds to the openingType attribute in gbXML and identifies the type of opening defined.
CanHaveUnitSymbol Method,1,,,Checks whether a unit symbol can be specified for the display unit in this FormatOptions.
UST_LBF_PER_CU_FT enumeration member,1,,,
TextNote Properties,1,,,The align.
Floating enumeration member,1,,,
OST_MEPSpaceReference enumeration member,1,,,
IFCExtrusionData Constructor,1,,,Constructs a new empty extrusion data object.
EraseSchemaAndAllEntities Method,1,,,Erases all Entities corresponding to this Schema from all open documents; and erases this Schema from memory.
GetLabelFor Method (UnitType),1,,,Gets the user-visible name for a UnitType.
Intersect Method,1,,,Calculates the intersection of the specified curve with this face.
LoadTypeBaseSet Members,1,,,Initializes a new instance of the LoadTypeBaseSet class
NewLineLoad Method (Reference; IList(XYZ); IList(XYZ); Boolean; Boolean; Boolean; LineLoadType; SketchPlane),1,,,Creates a new hosted line load within the project using data at an array of points.
GetDefinition Method,1,,,Get the definition representing this parameter element.
CanEnableTemporaryViewPropertiesMode Method,1,,,Indicates if Temporary View Properties mode can be applied for view in current state.
RBS_ELEC_CIRCUIT_RATING_PARAM enumeration member,1,,,
PROPERTY_SEGMENT_RADIUS enumeration member,1,,,
MEPBuildingConstructionSet Constructor,1,,,Initializes a new instance of the MEPBuildingConstructionSet class
CannotComputeProperArea Property,1,,,Property Lines must close. Area will not be computed.
SunStudyTimeInterval Enumeration,1,,,Time interval enum for a single or multi-day sun study.
ReverseIterator Method,1,,,Retrieve a backward moving iterator to the set.
Corner enumeration member,1,,,
CreateAdaptiveComponentInstance Method,1,,,Creates a FamilyInstance of Adaptive Component Family.
CheckSpelling enumeration member,1,,,
AsElementId Method,1,,,Provides access to the Autodesk::Revit::DB::ElementId^ stored within the parameter.
ViewOrientation3D Members,1,,,Constructs a new ViewOrientation3D using the input eye position; up and forward directions.
BarDiameter Property,1,,,Defines bar diameter of rebar
FittingMustBeOnPipe Property,1,,,The [Tap] must be attached to pipe.
CannotCreateRiser Property,1,,,Can't create geometry for one or more risers.
IsValidObject Property,1,,,Specifies whether the .NET object represents a valid Revit entity.
Image Property,1,,,The image shown on the ComboBoxMember.
GetDefaultNameForKeySchedule Method,1,,,Gets the default view name that will be used when creating a key schedule.
DUT_KILONEWTONS_PER_SQUARE_MILLIMETER enumeration member,1,,,
BuiltInFailures.StructuralLoadFailures Class,1,,,Failures about Load.
SetEndReference Method,1,,,Sets the end reference of a framing element.
Dispose Method,1,,,Releases all resources used by the MemberForcesServiceData
IsValid Method,1,,,Checks that the RebarConstraint still has access to valid Rebar constraint data and that its RebarConstraintsManager is still valid.
UnresolvableErrorInFamily Property,1,,,An error occurred in family [Name] that cannot be automatically resolved.\nError Information:\n[Text]
RBS_WIRE_TEMPERATURE_RATING_PARAM enumeration member,1,,,
BasicLossFactor Constructor (BasicLossFactor),1,,,Creates a copy of the given basic loss factor object
FilterNumericGreater Members,1,,,Constructs an instance of FilterNumericGreater.
FBXExportOptions Members,1,,,Default constructor. Sets all options to their default values.
IsNestedLink Property,1,,,Indicates whether this link is a nested or top-level link.
Dispose Method,1,,,Releases all resources used by the IFCExtrusionCalculatorOptions
GeomStepFailedError Property,1,,,Can't rebuild geometry.
LINE_PEN enumeration member,1,,,
ViewSet Methods,1,,,Removes every view from the set; rendering it empty.
SetWorksetVisibility Method,1,,,Set the default visibility of a workset.
UST_MM_CARET_2 enumeration member,1,,,
PaperSizeSetIterator Constructor,1,,,For Internal Use Only.
UST_KIPS_PER_IN enumeration member,1,,,
BuiltInFailures.MultiReferenceAnnotationFailures Class,1,,,Failures about MultiReferenceAnnotations.
Visible Property,1,,,Whether the point is visible when the family is loadedinto a project.
RBS_PANEL_SCHEDULE_SHEET_APPEARANCE_PARAM enumeration member,1,,,
CurrentTheme Property,1,,,The current theme.
MeshFromGeometryOperationIssue Enumeration,1,,,Issues encountered while constructing meshes as fallbacks for geometrical operations.
OST_RailingSystemSegmentHiddenLines_Deprecated enumeration member,1,,,
Current Property,1,,,Retrieves the item that is the current focus of the iterator.
FABRICATION_ROUTING_SOLUTIONS_UI_PARAM enumeration member,1,,,
Top Property,1,,,Specifies the row index of the top-left corner of a table grid.
ColumnAttachment Methods,1,,,Attaches the column to the target. If an attachment already exists with the same baseOrTop value; no attachment is made.
GetWarning Method,1,,,Access specific warning number of warnings generated by reload.
OuterDiameter Property,1,,,Outer diameter
GetEnumerator Method,1,,,Retrieve a forward moving iterator to the array.
Parameter Property,1,,,Retrieves a parameter from the element given an identifier.
FinishInitializationEO Method,1,,,For Revit Macros internal use only.
IExternalEventHandler Methods,1,,,This method is called to handle the external event.
ConduitSettings Properties,1,,,The id of the assembly instance to which the element belongs.
OST_StructLocationLineControl enumeration member,1,,,
MirrorDrawAxis enumeration member,1,,,
Current Property,1,,,Retrieves the item that is the current focus of the iterator.
IncompatibleConnection enumeration member,1,,,
ExternalResourceBrowserData Constructor,1,,,Constructs a new ExternalResourceBrowserData using the given document(optional); server id; folder path and match options.
TextNote Methods,1,,,Add a leader for the current TextNote object and return the new leader.
Set Method,1,,,Stores the value of the field in the entity.
ForwardIterator Method,1,,,Retrieve a forward moving iterator to the array.
TiltAngle Property,1,,,The tilt angle.
PassesFilter Method,1,,,Applies the filter to a given element.
NumberOfStories Property,1,,,The number of stories of a multi-story stair; or 1 for a single-story stair.
MeshTriangle Class,1,,,One triangle of a mesh.
Parameter Property,1,,,Retrieves a parameter from the element given an identifier.
WorksetId Class,1,,,WorksetId identifies a workset within a single document.
ShowOpening Method,1,,,Shows previously hidden set of curves originating from Opening.
StructuralSectionConcreteCross Class,1,,,Defines parameters for parameterized concrete cross structural section.
Mixed enumeration member,1,,,
TooManyGeometries Property,1,,,The geometry in this Mass instance is too complex to take advantage of the capabilities a Mass provides. Please break it down into multiple Mass and family instances that are less complex.
ExtrusionDirection Property,1,,,The direction used for the extrusion.
IDockablePaneProvider Interface,1,,,Interface that the Revit UI will call during initialization of the user interface to gather information about add-in dockable pane windows.
HighlightedElementFamRefsInvalidError Property,1,,,One or more references of the highlighted element have become invalid.
Document Property,1,,,The current document.
PG_FLEXIBLE enumeration member,1,,,
FamilyName Property,1,,,Name of the referenced family
Current Property,1,,,Retrieves the item that is the current focus of the iterator.
Level Property,1,,,Get or change the level of the BeamSystem.When the level is changed; the elevation is changed to make the the BeamSystem remain the location.
Plain enumeration member,1,,,
Autodesk.Revit.DB.Events Namespace,1,,,
MULLION_FAM_TYPE enumeration member,1,,,
DIVIDEDPATH_MERGED_POINT_NUM enumeration member,1,,,
OST_RenderRegions enumeration member,1,,,
FilterStringContains Constructor,1,,,Constructs an instance of FilterStringContains.
AnalyticalModelCheckCircularReferences Property,1,,,Whether to check member supports for circular references.
TwelveHourSevenDayFacility enumeration member,1,,,
STRUCTURAL_SECTION_CPROFILE_FOLD_LENGTH enumeration member,1,,,
StepInto Method,1,,,Step into the macro in sharp develop.
RoofByFootprint enumeration member,1,,,
CurtainGridLine Properties,1,,,Retrieve the curves of all segments.
GetOriginalSymbol Method,1,,,Returns the original family symbol of this family instance; before the instance is modified by joins; cuts; coping; extensions; or other post-processing.
VerticalImageScale Property,1,,,The vertical scale of the background image; the scale of 1.0 puts the image pixel-to-pixel.
Multiply Method,1,,,Multiplies this vector by the specified value and returns the result.
kHospitalNurseryHospitalOrHealthcare enumeration member,1,,,
CanLabelDimension Method,1,,,Tests whether a dimension can be labeled by the global parameter.
StructuralSection Members,1,,,Releases all resources used by the StructuralSection
FileExportingEventArgs Properties,1,,,Indicates whether an event may be cancelled by an event delegate.
RBS_PIPE_CLASS_PARAM enumeration member,1,,,
GetResult Method,1,,,Get the Geometry object built by this BRepBuilder. This will clear the built Geometry stored in the BRepBuilder. This function will throw if this BRepBuilder hasn't completed building the b-rep. Use IsResultAvailable() to verify that this BRepBuilder contains a valid result.
TapPerpendicular enumeration member,1,,,
DetailedManufacturingFacility enumeration member,1,,,
OST_FabricationDuctworkInsulation enumeration member,1,,,
GUID Property,1,,,Returns the GUID associated with the shared parameter definition.
WireSizeSetIterator Methods,1,,,Causes the object to release immediately any resources it may be utilizing.
IsProfileFlipped Property,1,,,Indicates if the profile is applied upside-down.
REBAR_SYSTEM_LAYER_SUMMARY_TOP_DIR_1_WITH_SPACING enumeration member,1,,,
GBXMLImportOptions Methods,1,,,Determines whether the specified Object is equal to the current Object.
InconsitentMultiEdgeTraversalForFlip enumeration member,1,,,
RBS_DUCT_PRESSURE_DROP enumeration member,1,,,
SpacingRuleJustification Property,1,,,When the layout is set to 'FixedDistance' the points may not cover the entire range of the path. The justification determines whether the points are centered on the range; or shifted towards the start or end of the range.
FabricSheet Members,1,,,Returns true if the properties CreatedPhaseId and DemolishedPhaseId can be modified for this Element.
IsValidObject Property,1,,,Specifies whether the .NET object represents a valid Revit entity.
LoadsByPhase enumeration member,1,,,
Parent Property,1,,,Returns the parent category of this category.
SWEEP_BASE_ROOF_SUBCATEGORY_ID enumeration member,1,,,
STAIRS_INST_DOWN_LABEL_ON enumeration member,1,,,
ThreePhase enumeration member,1,,,
ElectricalEquipment enumeration member,1,,,
Angle enumeration member,1,,,
UT_Period enumeration member,1,,,
kDressingOrLockerOrFittingRoomCourtHouse enumeration member,1,,,
SetEdgeReference1 Method,1,,,Change the first edge or curve reference.
OnOKAction Property,1,,,The ok handler.
OST_StairsRunTags enumeration member,1,,,
BRepBuilderGeometryId Members,1,,,Copy constructor
SpatialElementGeometryCalculator Properties,1,,,Specifies whether the .NET object represents a valid Revit entity.
Current Property,1,,,Retrieves the item that is the current focus of the iterator.
EnergyAnalysisSpace Members,1,,,Releases all resources used by the EnergyAnalysisSpace
High enumeration member,1,,,
Families enumeration member,1,,,
SHEET_ISSUE_DATE enumeration member,1,,,
OST_SecurityDeviceTags enumeration member,1,,,
FABRICATION_PART_DIAMETER_OUT_OPTION enumeration member,1,,,
MULTI_REFERENCE_ANNOTATION_TAG_TYPE enumeration member,1,,,
WorksetPreview Class,1,,,Represents an accessor for workset data which can be obtained from an unopened document.
ModelWithNoOccupiedSpacesWarn Property,1,,,The model has no occupiable spaces.
LinearArray Methods,1,,,Returns true if the properties CreatedPhaseId and DemolishedPhaseId can be modified for this Element.
FluidType Properties,1,,,The id of the assembly instance to which the element belongs.
HostReference Property,1,,,A reference to the divided face on the host.
FieldDomainPointsByUV Constructor,1,,,Creates object from an array of two-dimensional point coordinates
LobbyPerformingArtsTheatre enumeration member,1,,,
PointCloudInstance Class,1,,,Represents a single instance of a point cloud in the Revit document.
Parameter Property,1,,,Retrieves a parameter from the element given an identifier.
Insert Method,1,,,
Dispose Method,1,,,Releases all resources used by the RebarBendData
MemberForces Properties,1,,,The translational forces at relative point position of the element.
SetFormatOptions Method,1,,,Sets the FormatOptions to optionally override the default settings in the Units class.
RBS_SYSTEM_RISEDROP_2LINERISESYMBOL_PARAM enumeration member,1,,,
Solid enumeration member,1,,,
MajorSpacingFailure Property,1,,,The spacing in the major direction is lower than diameter of the wire in the minor direction.
ResetToposurfacePhaseCreated Property,1,,,The parameter Phase Created of the Toposurface is not set to the first Phase. No pre-existing toposurface were detected. The parameter will be reset to the first Phase unless Keep Phase Created option is picked.
NotchExtension Property,1,,,The horizontal length of the notch profile.
SetActiveServer Method (Guid; Document),1,,,Change the active server for a specific document.
BaseEquipmentConnector Property,1,,,The connector within the base equipment which is used to connect with the system.
Flow Property,1,,,The flow of the connector.
Future enumeration member,1,,,
CURVE_SUPPORT_OFFSET enumeration member,1,,,
FamilyPointLocation Methods,1,,,Causes the object to release immediately any resources it may be utilizing.
ServiceName Property,1,,,The name of the service associated with the fabrication part.
OST_BuildingPad enumeration member,1,,,
Friction Property,1,,,The friction of the pipe. Units: (kg/(ft²·s²)).
SetFilterVisibility Method,1,,,Sets the visibility of the elements associated with a filter.
OST_FloorsMembrane enumeration member,1,,,
FilterStringEndsWith Members,1,,,Constructs an instance of FilterStringEndsWith.
VertexIndexPair Methods,1,,,Determines whether the specified Object is equal to the current Object.
DimensionLineDirection Property,1,,,The direction vector of the dimension line.
FailureMessageAccessor Members,1,,,Creates a copy of the FailureMessage.
UST_KILOAMPERE enumeration member,1,,,
ParameterSet Constructor,1,,,Initializes a new instance of the ParameterSet class
FilterElement Members,1,,,Returns true if the properties CreatedPhaseId and DemolishedPhaseId can be modified for this Element.
Null enumeration member,1,,,
STAIRSTYPE_NUMBER_OF_INTERMEDIATE_SUPPORTS enumeration member,1,,,
Volume Property,1,,,The volume of an individual bar multiplied by Quantity.
Intersect Method,1,,,Calculates the intersection of the specified curve with this face.
ModelTextType Methods,1,,,Returns true if the properties CreatedPhaseId and DemolishedPhaseId can be modified for this Element.
DUT_KELVIN_DIFFERENCE enumeration member,1,,,
IFCFamilyInstanceExtrusionExportResults Class,1,,,This class represents the results of a geometric analysis of a family instance.
SPACING_APPEND enumeration member,1,,,
OptionConflictInLinkBoundariesVaryMainAddToOptionSet Property,1,,,Option conflict between rooms in the Revit link '[Link Instance Name]'.\nThe room boundary in the main model of the Revit link differs from the apparent boundary in the linked view '[View Name from Link]'.\nTo resolve the issue; open the Revit link file for editing; select the main model room; and use the Add to Design Option Set tool.
InvalidExtrusionCurveloop Property,1,,,Base sketch for extrusion is invalid.
CustomInitialColor Members,1,,,Creates a custom initial color set to the given color
IsValidCurveLoop Method,1,,,Identifies whether the specified curve loop is valid for creation of a MultiSegmentGrid.
GEO_LOCATION enumeration member,1,,,
ReynoldsNumber Property,1,,,The reynolds number of the pipe.
ComputeCentroid Method,1,,,Returns the Centroid of this solid.
ElementMulticlassFilter Constructor (IList(Type); Boolean),1,,,Constructs a filter using multiple types
MoveNext Method,1,,,Move the iterator one item forward.
ZONE_DEHUMIDIFICATION_SET_POINT_PARAM enumeration member,1,,,
OST_MaterialTags enumeration member,1,,,
IsLightGroupOn Method,1,,,Returns true if the given light group is on
Contains Method,1,,,Tests for the existence of a insulation type within the set.
GetStructuralSection Method,1,,,Gets the structural section from element.
Rebar Property,1,,,Built-in schema used for numbering rebar elements
LaundryIroningAndSorting enumeration member,1,,,
MassZoneCoreOffset Property,1,,,It defines the default behavior for the automatic generation of Mass Zones for each Mass Floor in the Project. Specifying a value here will offset the outside perimeter of a Mass Zone to create the core.
MinimumPoint Property,1,,,The minimum point of the bounding box.
FileOpenDialog Methods,1,,,Determines whether the specified Object is equal to the current Object.
OST_LevelHeads enumeration member,1,,,
CurtainSystemTypeSetIterator Class,1,,,An iterator to a CurtainSystem type set.
GetRibbonPanels Method (Tab),1,,,
RailingPlacementPosition Enumeration,1,,,Railing placement position.
AppendShape Method (ShapeBuilder),1,,,Append shape built by the supplied ShapeBuilderObject to shape representation stored in this DirectShape. The data stored in the supplied ShapeBuilder object will be cleared.
IsOffsetLengthRequired Method,1,,,Check whether hook offset length is required. remarks: If hook angle is no more than 90 degree; hook offset length is not meaningful. returns: True if hook offset length is required; otherwise false.
GetValidCategoriesForSchedule Method,1,,,Gets a list of categories that can be used for a regular schedule.
UT_Acceleration enumeration member,1,,,
EndConnectorIndex Property,1,,,The index of the end conector of the flow path
OST_ColumnEndSegment enumeration member,1,,,
TestCell Method,1,,,Checks whether a given cell; i.e. a box aligned with the XYZ axes; is inside; outside or on the border of the volume of interest.
IFCRange Constructor (IFCRange),1,,,Instantiates an IFCRange object by copy.
SetJournalData Method,1,,,Sets the journal data associated to this command (on journal playback).
Resolution Property,1,,,Enumeration for resolution that was applied.
TrussSegmentedReference Property,1,,,Truss reference must form a continuous chain of one or more sketch lines.
associateWithLoad Method,1,,,Sets the Autodesk::Revit::DB::ElementId^ of Load to associate.
IsInEditMode Method,1,,,Indicates whether the stairs is in edit mode or not.
SurfacePatternColor Property,1,,,The color of the material surface pattern.
SharedParameterApplicableRule Properties,1,,,Specifies whether the .NET object represents a valid Revit entity.
FindOrReplace enumeration member,1,,,
Sketch Methods,1,,,Returns true if the properties CreatedPhaseId and DemolishedPhaseId can be modified for this Element.
Detail enumeration member,1,,,
DIVIDEDPATH_DISPLAY_NODES enumeration member,1,,,
MEPBuildingConstructionSetIterator Constructor,1,,,For Internal Use Only.
TemperatureRating Property,1,,,The temperature rating type of the wire type.
VerticalWrongOrderMembrane enumeration member,1,,,
ComponentRepeaterSlot Properties,1,,,The id of the assembly instance to which the element belongs.
PipeInsulation Members,1,,,Returns true if the properties CreatedPhaseId and DemolishedPhaseId can be modified for this Element.
Multiply Operator,1,,,Multiplies the specified number and the specified vector.
RibbonItemEventArgs Members,1,,,Initializes a new instance of the RibbonItemEventArgs class
OST_ColumnAnalyticalGeometry enumeration member,1,,,
GetBoundingElementsForSpaceVolume Method,1,,,Returns the collection of bounding building elements for an enclosed space volume.
TreadThickness Property,1,,,The thickness of the treads.
ElementWorksetFilter Constructor (WorksetId; Boolean),1,,,Constructs a new instance of a filter to match elements in a given workset.
CitySetIterator Properties,1,,,Retrieves the item that is the current focus of the iterator.
GetImage Method,1,,,Get the bitmap image stored in the image symbol.
OST_LoadCasesDead enumeration member,1,,,
ArgumentsInconsistentException Properties,1,,,Gets a collection of key/value pairs that provide additional user-defined information about the exception.
EngineeringPlan enumeration member,1,,,
Value Property,1,,,Value associated with color entry.
SATImportOptions Constructor (SATImportOptions),1,,,Constructs a new instance of SATImportOptions as a copy of the import options.
SpaceType Enumeration,1,,,An enumerated type listing all the possible space types for a space object.
IsValidObject Property,1,,,Specifies whether the .NET object represents a valid Revit entity.
IsEqual Method,1,,,Compares two colored surface settings objects.
CannotRemoveGroupMemberConstraintWarn Property,1,,,Constraints between group members cannot be removed or excluded from the group.
Dispose Method,1,,,Releases all resources used by the MacroManagerIterator
PositionChanged enumeration member,1,,,
ImageImportOptions Class,1,,,Options used to import specific image formats and place an instance of them on a view or sheet.
GetFormatOptions Method,1,,,Gets the default FormatOptions for a unit type.
IsZeroLength Method,1,,,The boolean value that indicates whether this vector is a zero vector.
Item Property,1,,,Gets or sets an item at a specified index within the array.
SortingOrder Property,1,,,The sorting order if sorting of items is applicable in the browser.
RBS_SYSTEM_ABBREVIATION_PARAM enumeration member,1,,,
Length5Percent enumeration member,1,,,
ElectricalPhaseConfiguration Enumeration,1,,,An enumerated type to specify the electrical phase configuration.
AssetPropertyDoubleArray3d Properties,1,,,Identifies if the object is read-only or modifiable. If true; the object may not be modified. If false; the object's contents may be modified.
CastInPlace enumeration member,1,,,
LinePatternId Property,1,,,Indicates the line pattern color that should override the line color for all components in the system.
TextTreatment Enumeration,1,,,An enumerated type listing possible text treatment modes.
IMPORT_ADT_ENTITY_ROLL enumeration member,1,,,
RailingCurvesNotSplitStairs Property,1,,,The slope of this railing may not parallel the stairs at runs and landings. To get a parallel railing; split the railing sketch at the ends of landings.
ConnectorSet Members,1,,,Initializes a new instance of the ConnectorSet class
RBS_ELEC_WIRE_HOT_ADJUSTMENT enumeration member,1,,,
FABRIC_SHEET_DEFAULT_MINOR_LAPSPLICE_LENGTH enumeration member,1,,,
CustomInitialColor Methods,1,,,Creates a copy of the InitialColor derived object.
Summary enumeration member,1,,,
CurtainGridSet Methods,1,,,Removes every item from the set; rendering it empty.
CanHaveTypeAssigned Method,1,,,Identifies if the element can have a type assigned.
PG_CONTINUOUSRAIL_END_TOP_EXTENSION enumeration member,1,,,
AnalyticalModelInstability Property,1,,,Possible Model Instability
CannotRedoFaceRoof Property,1,,,Faces defining this Roof cannot be reacquired. Either delete the Roof or leave as it is.
Create Method,1,,,Creates a new instance of a transform setter.
Index Property,1,,,The index of the vertex in the Vertices array of the mesh; for indexed access.
HermiteSurface Methods,1,,,Create a non-periodic Hermite surface using a net of 3D points as input.
STAIRS_RAILING_RAIL_NAME enumeration member,1,,,
IsModeActive Method,1,,,Tests whether a given mode is currently active or not.
SlabShapeCreaseArrayIterator Constructor,1,,,For Internal Use Only.
AnalysisDisplayColorEntry Methods,1,,,Determines whether the specified Object is equal to the current Object.
Create Method,1,,,Creates a new Viewport at a given location on a sheet.
ApparentCurrentPhaseB Property,1,,,Returns the ApparentCurrentPhaseB value of the Electrical System.
Occupiable Property,1,,,Reports whether this zone is Occupiable or not.
AsAggregate Method,1,,,Gets storage value as IFCAggregate when its PrimitiveType is aggregate.
ImageFormat Property,1,,,Controls the compression level of images embedded.
HandRailPosition Enumeration,1,,,The position of the hand rail.
NumberingSchemaType Methods,1,,,Compares two Guid-based enum object based on their concrete class and GUID value.
REBAR_SYSTEM_ACTIVE_FRONT_DIR_1 enumeration member,1,,,
ServiceId Property,1,,,The fabrication service identifier for the fabrication service this button belongs to.
Template enumeration member,1,,,
CannotFinishGroupInSketchMode Property,1,,,Can't Finish Group while in Sketch Mode.
ViewNode Properties,1,,,Specifies whether the .NET object represents a valid Revit entity.
ROOM_FINISH_WALL enumeration member,1,,,
FlexDuct Members,1,,,Returns true if the properties CreatedPhaseId and DemolishedPhaseId can be modified for this Element.
UNIFORMAT_DESCRIPTION enumeration member,1,,,
ConstantVolumeVariableOA enumeration member,1,,,
Point Methods,1,,,Causes the object to release immediately any resources it may be utilizing.
GridTypeSetIterator Members,1,,,For Internal Use Only.
AA_SlabTwoWay enumeration member,1,,,
MeasureBetweenTwoReferences enumeration member,1,,,
Entity Class,1,,,An object stored in the Extensible Storage framework. An Entity is described by a Schema; which serves both to identify an Entity; and to describe its contents (Fields).
WorkPlaneBased enumeration member,1,,,
Delete enumeration member,1,,,
LayerCapFlag Property,1,,,Identifies if the layer participates in the cap work.
Parameter Property,1,,,Retrieves a parameter from the element given an identifier.
Documentation Property,1,,,The overall description of the Schema.
DocumentOpening Event,1,,,Subscribe to the DocumentOpening event to be notified when Revit is just about to open a document.
CreateHanger Method (Document; FabricationServiceButton; Int32; ElementId),1,,,Creates a free placed hanger.
NElementsWrongPosition Property,1,,,Review [Number] elements for correct position and shape
SetExportLinetypeTable Method,1,,,Sets the line type table to use during export.
CONTINUOUSRAIL_DEFAULT_JOIN_TYPE_PARAM enumeration member,1,,,
TEF_ALIGN_MIDDLE enumeration member,1,,,
Parameter Property,1,,,Retrieves a parameter from the element given an identifier.
STAIRSTYPE_CALC_RULE_MAX_RESULT enumeration member,1,,,
Segment Members,1,,,Adds a new MEPSize to the segment.
StructuralSectionSigmaProfileWithFold Methods,1,,,Determines whether the specified Object is equal to the current Object.
UST_M_PER_S enumeration member,1,,,
AnalysisDisplayMarkersAndTextSettings Constructor,1,,,Constructs a default instance of markers and text settings.
GetLineWeight Method,1,,,Retrieves the line weight assigned to the category for the given graphics style type.
Polyloop Members,1,,,Gets the area for this polygon.
CreateGradient Method,1,,,Creates an object that can be passed to DBView::setBackground function to set the background of the Gradient type.
OST_GbXML_SType_Interior enumeration member,1,,,
STAIRS_RAILING_BALUSTER_PLACEMENT enumeration member,1,,,
GetConditionName Method,1,,,Gets the name of the specified condition on the fabrication service button.
OST_FabricationContainmentDrop enumeration member,1,,,
Create Method (IList(XYZ); IList(Double)),1,,,Creates a new geometric NurbSpline object using the same calculations that Revit uses when sketching splines in the user interface.
ElementRecord Members,1,,,Releases all resources used by the ElementRecord
Create Method (Document; String),1,,,Create a DWG export settings with default values.
Camera enumeration member,1,,,
OST_RailingBalusterRail enumeration member,1,,,
IsFontUnderline Property,1,,,Gets or sets whether the text font is set to Underline of this cell.
RoomTagTypeSet Members,1,,,Initializes a new instance of the RoomTagTypeSet class
CurrentUserAddinsLocation Property,1,,,The folder location for .addin files for the current user.
OST_WallRefPlanes_Obsolete_IdInWrongRange enumeration member,1,,,
MembraneTooThick enumeration member,1,,,
LadderCableTrayCross enumeration member,1,,,
BuiltInFailures.GenericFailures Properties,1,,,There are elements in the document that exist in a context they should not. These elements must be deleted to continue using this project or family.
VIEW_SHOW_MASSING enumeration member,1,,,
IdlingEventArgs Members,1,,,When the event is cancellable; may call the Cancel() method to cancel it.
ImageView Members,1,,,Adds a filter to the view.
OST_StructuralTruss enumeration member,1,,,
TextElement Methods,1,,,Returns true if the properties CreatedPhaseId and DemolishedPhaseId can be modified for this Element.
OST_MEPSpaceSeparationLines enumeration member,1,,,
CreateHanger Method (Document; FabricationServiceButton; ElementId; Connector; Double; Boolean),1,,,Creates a hanger on the fabrication part.
SetAttribute Method (String; ISet(Int32)),1,,,
RVT_LINK_INSTANCE_NAME enumeration member,1,,,
Clone Method,1,,,Creates a copy of the InitialIntensity derived object.
OST_PipeFabricationPartsInsulation enumeration member,1,,,
OST_IOSDetailGroups enumeration member,1,,,
SetGreen Method,1,,,set green
Start Method,1,,,This method is called at the very start of the export proces; still before the first entity of the model was send out.
ObjectSnapTypes Enumeration,1,,,This enumerated type contains object snap types allowed to be set during PickPoint operations.
BuiltInFailures.GeometryFailures Class,1,,,Failures about GeometryFailures.
Current Property,1,,,Retrieves the item that is the current focus of the iterator.
StairsRun Properties,1,,,The actual number of stairs risers in the stairs run.
AddSingle Method,1,,,Adds a single ElementId to the filter's set.
Axis_Z enumeration member,1,,,
